userId,movieId,rating
105455,2,5.0
74546,2,3.0
134316,2,4.0
11406,2,4.5
24112,2,4.5
130446,2,4.0
45461,2,5.0
115679,2,3.5
16581,2,4.0
69256,2,2.5
116708,2,5.0
59269,2,3.5
1588,2,4.0
13920,2,4.0
27579,2,3.5
58265,2,4.0
76164,2,3.0
46403,2,3.0
119746,2,3.5
102668,2,3.5
56574,2,5.0
93266,2,4.0
60016,2,4.5
19560,2,4.5
45537,2,3.0
74472,2,4.0
121386,2,4.0
78908,2,4.5
86485,2,0.5
134525,2,5.0
56889,2,4.0
54805,2,5.0
116550,2,1.5
43604,2,4.5
14947,2,5.0
89721,2,5.0
62314,2,4.0
75422,2,4.5
19343,2,4.5
31321,2,5.0
16472,2,4.5
38655,2,5.0
73680,2,4.0
89617,2,4.0
114448,2,4.5
83507,2,3.5
67352,2,4.5
31444,2,4.0
81435,2,3.5
129078,2,3.0
91478,2,4.0
48410,2,4.0
135092,2,0.5
99477,2,3.5
72229,2,3.5
6116,2,4.0
22352,2,1.5
45476,2,5.0
17278,2,4.0
75438,2,4.0
128287,2,4.5
13565,2,4.0
127683,2,4.0
80946,2,5.0
71680,2,4.0
109550,2,5.0
90453,2,5.0
97195,2,5.0
52520,2,5.0
114601,2,4.5
78362,2,4.5
126912,2,3.0
18115,2,0.5
27898,2,3.5
86783,2,3.5
19114,2,4.0
35227,2,3.0
11081,2,2.0
137118,2,4.0
136015,2,5.0
22338,2,3.5
88928,2,5.0
82880,2,4.0
53877,2,4.0
88394,2,3.5
80874,2,4.0
135223,2,5.0
130715,2,2.5
370,2,5.0
9263,2,4.0
24797,2,5.0
119501,2,3.5
78917,2,4.0
23433,2,4.0
22483,2,5.0
19800,2,5.0
44459,2,4.5
21058,2,3.5
47866,2,3.5
102853,2,4.0
20028,2,1.5
52004,2,4.5
132914,2,3.0
132187,2,4.0
127138,2,4.5
102532,2,5.0
27365,2,4.5
88608,2,5.0
26222,2,4.5
131620,2,0.5
130827,2,3.5
23428,2,5.0
10514,2,4.0
134279,2,5.0
70282,2,5.0
18390,2,2.0
113645,2,4.0
1015,2,4.0
60729,2,4.0
42245,2,5.0
51539,2,4.0
68558,2,4.0
67584,2,4.0
103816,2,4.0
98494,2,4.0
88738,2,4.0
2988,2,5.0
26867,2,3.0
86768,2,4.0
15324,2,4.5
45928,2,3.5
38159,2,3.5
128224,2,5.0
43599,2,3.5
39214,2,5.0
74248,2,3.5
7880,2,3.5
52762,2,3.5
102118,2,5.0
14437,2,4.0
58612,2,4.0
32780,2,5.0
45619,2,4.5
34494,2,4.0
49129,2,3.5
134156,2,2.0
20530,2,5.0
70201,2,4.0
26855,2,0.5
131910,2,5.0
8932,3,2.0
68702,3,2.5
120067,3,3.0
88266,3,3.0
124078,3,3.5
53113,3,3.5
26674,3,2.0
130589,3,4.0
28340,3,2.0
77512,3,2.0
49642,3,1.0
117861,3,3.0
136455,3,3.0
51549,3,2.5
62805,3,3.5
25645,3,2.5
38605,3,3.5
127453,3,4.0
79601,3,3.0
14382,3,4.0
76630,3,3.0
5063,3,2.0
101379,3,0.5
42290,3,3.0
42124,3,3.5
14328,3,3.5
122693,3,0.5
11843,3,3.0
74849,3,4.0
45015,3,1.5
120941,3,3.0
104508,3,3.0
121954,3,3.5
95283,3,4.5
25268,3,4.0
38957,3,5.0
42944,3,3.5
102679,3,4.0
98781,3,1.5
81114,3,2.0
10055,3,3.0
72766,3,2.0
5475,3,1.0
133811,3,4.0
26480,3,3.0
43068,3,4.5
134181,3,2.0
48838,3,3.0
70740,3,3.0
35050,3,2.5
24200,3,2.0
22377,3,3.5
22822,3,3.0
12288,3,1.5
83644,3,3.5
132595,3,3.5
124449,3,5.0
65670,3,2.5
86592,3,1.5
95524,3,2.0
63902,3,2.5
55479,3,3.0
53007,3,4.5
40768,3,3.0
58166,3,2.5
11513,3,5.0
39250,3,3.5
93710,3,3.0
42660,3,3.5
4483,3,2.5
89988,3,3.0
21860,3,2.0
113806,3,3.0
39271,3,1.5
30516,3,3.5
55704,3,2.5
129498,3,2.0
108285,3,2.5
53834,3,1.5
22363,3,1.5
130446,3,2.5
45461,3,3.0
23852,3,3.0
29631,3,2.0
57969,3,3.0
103582,3,4.0
87502,3,3.0
16472,3,1.0
38655,3,3.0
22352,3,3.0
78774,3,2.0
128287,3,3.5
47953,3,3.0
52520,3,3.0
114601,3,2.0
78362,3,3.0
79401,3,3.5
136856,3,4.0
27898,3,4.0
42399,3,3.5
35227,3,4.0
136015,3,4.0
80874,3,3.0
130715,3,4.5
76284,3,4.0
78917,3,4.5
44459,3,5.0
20028,3,3.5
52004,3,4.0
132914,3,4.5
132187,3,3.0
26222,3,2.0
27456,3,4.0
36072,3,4.5
128263,3,1.5
10514,3,3.0
70282,3,5.0
18390,3,2.0
23068,3,4.0
68558,3,4.5
98494,3,1.0
86768,3,1.0
39214,3,3.0
52762,3,3.0
12271,3,2.0
14437,3,3.0
58612,3,1.0
28090,3,2.0
45619,3,2.0
29115,3,0.5
134156,3,3.0
123297,3,3.0
52437,3,3.5
104037,1,3.5
137805,1,3.5
92861,1,2.5
127453,1,1.0
76630,1,3.0
45015,1,3.0
10055,1,2.0
96370,1,3.0
22352,1,2.5
20028,1,3.0
53680,1,3.5
98494,1,3.5
14437,1,3.5
131910,1,3.0
12882,2,5.0
62046,2,4.0
18127,2,3.0
17318,2,5.0
69519,2,4.0
124823,2,0.5
8932,2,5.0
48821,2,4.0
115611,2,3.5
65155,2,4.0
108195,2,4.5
137609,2,5.0
37091,2,4.5
82715,2,4.0
68836,2,5.0
124078,2,4.0
132295,2,3.5
40071,2,3.0
32215,2,3.5
31476,2,3.5
69498,2,5.0
103872,2,4.0
104037,2,4.0
137805,2,0.5
57387,2,4.5
59163,2,4.0
128111,2,4.5
93619,2,4.5
41518,2,4.0
130589,2,4.5
124425,2,2.5
28340,2,4.5
113540,2,5.0
16559,2,5.0
131439,2,3.5
47150,2,4.0
79846,2,4.0
49642,2,4.0
117861,2,5.0
136455,2,4.5
12778,2,4.0
16337,2,4.0
115364,2,2.0
17039,2,4.0
58802,2,4.0
32386,2,4.0
62805,2,5.0
128426,2,5.0
38605,2,4.5
41703,2,4.5
129008,2,4.0
127453,2,3.5
35553,2,4.5
10387,2,4.0
100728,2,4.0
43618,2,5.0
92409,2,3.5
47566,2,3.5
14382,2,3.5
138200,2,4.0
101004,2,4.0
35246,2,5.0
47573,2,4.0
34587,2,3.0
121052,2,2.5
31362,2,3.5
71052,2,4.0
53859,2,5.0
76630,2,4.0
99429,2,4.0
94883,2,3.5
107087,2,4.5
975,2,4.0
56392,2,5.0
9050,2,4.5
34739,2,4.0
5063,2,2.5
56246,2,3.5
137559,2,4.5
18877,2,3.5
94175,2,3.5
101379,2,4.0
26932,2,3.0
87042,2,3.0
99471,2,2.5
42124,2,2.5
14328,2,4.0
39714,2,4.0
4215,2,5.0
74849,2,3.5
125084,2,3.0
45015,2,4.5
98541,2,5.0
95147,2,4.5
48512,2,4.0
16883,2,4.5
95708,2,3.5
26022,2,3.0
45252,2,5.0
32234,2,5.0
68037,2,5.0
72832,2,3.0
89321,2,4.5
109347,2,4.0
36727,2,4.5
16126,2,4.5
117144,2,5.0
25268,2,4.5
12569,2,4.0
57916,2,4.0
97072,2,3.5
129005,2,5.0
58346,2,4.0
4347,2,3.5
10573,2,3.0
49830,2,5.0
98278,2,3.5
41613,2,4.5
135418,2,4.5
98781,2,0.5
101785,2,4.5
359,2,4.0
55679,2,4.0
109177,2,4.0
76008,2,4.5
117918,2,3.5
103667,2,5.0
96482,2,3.5
121612,2,4.5
113940,2,5.0
111206,2,3.5
83556,2,3.5
68594,2,3.0
105214,2,5.0
72766,2,3.0
24884,2,3.0
97953,2,4.0
5475,2,4.0
57171,2,4.0
133811,2,5.0
134964,2,4.0
127890,2,3.5
26480,2,3.5
119197,2,4.0
75893,2,5.0
43068,2,4.0
112948,2,4.0
4629,2,4.0
104732,2,4.5
2945,2,5.0
70740,2,5.0
11343,2,3.5
97163,2,5.0
41941,2,4.0
35050,2,3.0
24200,2,3.5
50898,2,4.0
22377,2,4.0
65874,2,4.5
97881,2,5.0
27484,2,4.0
64655,2,4.0
38052,2,5.0
63551,2,5.0
42053,2,4.0
120572,2,4.0
60349,2,4.5
49455,2,5.0
18758,2,4.0
66362,2,3.5
81783,2,5.0
66455,2,4.0
79531,2,4.0
25411,2,5.0
128329,2,4.0
90462,2,5.0
19414,2,4.0
101921,2,2.0
65670,2,4.5
90216,2,4.5
86592,2,4.5
95524,2,3.5
117493,2,3.0
59424,2,5.0
54437,2,3.5
35983,2,4.5
115852,2,4.0
63902,2,2.5
2024,2,3.5
84752,2,2.5
42367,2,4.5
131616,2,4.0
107992,2,4.5
128590,2,3.5
42096,2,5.0
134521,2,4.0
45811,2,4.0
73445,2,5.0
41244,2,3.5
124849,2,4.5
55479,2,5.0
26172,2,4.0
98880,2,4.5
113673,2,4.5
24389,2,4.5
96610,2,0.5
131331,2,3.0
3076,2,3.0
68205,2,4.5
53007,2,5.0
59527,2,4.0
2702,2,4.0
28176,2,5.0
5611,2,4.5
62505,2,5.0
123707,2,4.0
102025,2,3.5
117007,2,5.0
16539,2,4.0
107991,2,4.0
35522,2,5.0
86589,2,5.0
40768,2,4.5
12999,2,3.5
134557,2,3.0
1738,2,4.0
73639,2,4.5
44086,2,0.5
131351,2,4.0
93705,2,4.0
58166,2,5.0
11513,2,2.5
2248,2,4.0
101137,2,5.0
70905,2,4.5
93710,2,4.0
119625,2,5.0
56308,2,3.5
89527,2,4.0
96370,2,4.0
134401,2,3.0
53413,2,4.5
44400,2,4.5
82202,2,4.5
78501,2,3.5
17022,2,3.5
21280,2,4.0
96977,2,4.5
42660,2,5.0
12649,2,5.0
85824,2,5.0
4483,2,5.0
68905,2,5.0
45669,2,4.0
110773,2,4.5
106512,2,4.5
23171,2,2.5
13215,2,3.0
104958,2,3.5
21860,2,4.0
21391,2,2.0
5450,2,3.5
113806,2,5.0
120782,2,4.5
117258,2,4.5
39271,2,5.0
31392,2,4.0
80285,2,3.5
22074,2,3.0
55704,2,3.5
129498,2,4.0
52056,2,4.5
71362,2,4.5
108285,2,3.5
84549,2,3.5
53834,2,4.5
105455,2,5.0
74546,2,3.0
134316,2,4.0
11406,2,4.5
24112,2,4.5
130446,2,4.0
45461,2,5.0
115679,2,3.5
16581,2,4.0
69256,2,2.5
116708,2,5.0
59269,2,3.5
1588,2,4.0
13920,2,4.0
27579,2,3.5
58265,2,4.0
76164,2,3.0
46403,2,3.0
119746,2,3.5
102668,2,3.5
56574,2,5.0
93266,2,4.0
60016,2,4.5
19560,2,4.5
45537,2,3.0
74472,2,4.0
121386,2,4.0
78908,2,4.5
86485,2,0.5
134525,2,5.0
56889,2,4.0
54805,2,5.0
116550,2,1.5
43604,2,4.5
14947,2,5.0
89721,2,5.0
62314,2,4.0
75422,2,4.5
19343,2,4.5
31321,2,5.0
16472,2,4.5
38655,2,5.0
73680,2,4.0
89617,2,4.0
114448,2,4.5
83507,2,3.5
67352,2,4.5
31444,2,4.0
81435,2,3.5
129078,2,3.0
91478,2,4.0
48410,2,4.0
135092,2,0.5
99477,2,3.5
72229,2,3.5
6116,2,4.0
22352,2,1.5
45476,2,5.0
17278,2,4.0
75438,2,4.0
128287,2,4.5
13565,2,4.0
127683,2,4.0
80946,2,5.0
71680,2,4.0
109550,2,5.0
90453,2,5.0
97195,2,5.0
52520,2,5.0
114601,2,4.5
78362,2,4.5
126912,2,3.0
18115,2,0.5
27898,2,3.5
86783,2,3.5
19114,2,4.0
35227,2,3.0
11081,2,2.0
137118,2,4.0
136015,2,5.0
22338,2,3.5
88928,2,5.0
82880,2,4.0
53877,2,4.0
88394,2,3.5
80874,2,4.0
135223,2,5.0
130715,2,2.5
370,2,5.0
9263,2,4.0
24797,2,5.0
119501,2,3.5
78917,2,4.0
23433,2,4.0
22483,2,5.0
19800,2,5.0
44459,2,4.5
21058,2,3.5
47866,2,3.5
102853,2,4.0
20028,2,1.5
52004,2,4.5
132914,2,3.0
132187,2,4.0
127138,2,4.5
102532,2,5.0
27365,2,4.5
88608,2,5.0
26222,2,4.5
131620,2,0.5
130827,2,3.5
23428,2,5.0
10514,2,4.0
134279,2,5.0
70282,2,5.0
18390,2,2.0
113645,2,4.0
1015,2,4.0
60729,2,4.0
42245,2,5.0
51539,2,4.0
68558,2,4.0
67584,2,4.0
103816,2,4.0
98494,2,4.0
88738,2,4.0
2988,2,5.0
26867,2,3.0
86768,2,4.0
15324,2,4.5
45928,2,3.5
38159,2,3.5
128224,2,5.0
43599,2,3.5
39214,2,5.0
74248,2,3.5
7880,2,3.5
52762,2,3.5
102118,2,5.0
14437,2,4.0
58612,2,4.0
32780,2,5.0
45619,2,4.5
34494,2,4.0
49129,2,3.5
134156,2,2.0
20530,2,5.0
70201,2,4.0
26855,2,0.5
131910,2,5.0
8932,3,2.0
68702,3,2.5
120067,3,3.0
88266,3,3.0
124078,3,3.5
53113,3,3.5
26674,3,2.0
130589,3,4.0
28340,3,2.0
77512,3,2.0
49642,3,1.0
117861,3,3.0
136455,3,3.0
51549,3,2.5
62805,3,3.5
25645,3,2.5
38605,3,3.5
127453,3,4.0
79601,3,3.0
14382,3,4.0
76630,3,3.0
5063,3,2.0
101379,3,0.5
42290,3,3.0
42124,3,3.5
14328,3,3.5
122693,3,0.5
11843,3,3.0
74849,3,4.0
45015,3,1.5
120941,3,3.0
104508,3,3.0
121954,3,3.5
95283,3,4.5
25268,3,4.0
38957,3,5.0
42944,3,3.5
102679,3,4.0
98781,3,1.5
81114,3,2.0
10055,3,3.0
72766,3,2.0
5475,3,1.0
133811,3,4.0
26480,3,3.0
43068,3,4.5
134181,3,2.0
48838,3,3.0
70740,3,3.0
35050,3,2.5
24200,3,2.0
22377,3,3.5
22822,3,3.0
12288,3,1.5
83644,3,3.5
132595,3,3.5
124449,3,5.0
65670,3,2.5
86592,3,1.5
95524,3,2.0
63902,3,2.5
55479,3,3.0
53007,3,4.5
40768,3,3.0
58166,3,2.5
11513,3,5.0
39250,3,3.5
93710,3,3.0
42660,3,3.5
4483,3,2.5
89988,3,3.0
21860,3,2.0
113806,3,3.0
39271,3,1.5
30516,3,3.5
55704,3,2.5
129498,3,2.0
108285,3,2.5
53834,3,1.5
22363,3,1.5
130446,3,2.5
45461,3,3.0
23852,3,3.0
29631,3,2.0
57969,3,3.0
103582,3,4.0
87502,3,3.0
16472,3,1.0
38655,3,3.0
22352,3,3.0
78774,3,2.0
128287,3,3.5
47953,3,3.0
52520,3,3.0
114601,3,2.0
78362,3,3.0
79401,3,3.5
136856,3,4.0
27898,3,4.0
42399,3,3.5
35227,3,4.0
136015,3,4.0
80874,3,3.0
130715,3,4.5
76284,3,4.0
78917,3,4.5
44459,3,5.0
20028,3,3.5
52004,3,4.0
132914,3,4.5
132187,3,3.0
26222,3,2.0
27456,3,4.0
36072,3,4.5
128263,3,1.5
10514,3,3.0
70282,3,5.0
18390,3,2.0
23068,3,4.0
68558,3,4.5
98494,3,1.0
86768,3,1.0
39214,3,3.0
52762,3,3.0
12271,3,2.0
14437,3,3.0
58612,3,1.0
28090,3,2.0
45619,3,2.0
29115,3,0.5
134156,3,3.0
123297,3,3.0
52437,3,3.5
108195,4,4.0
53930,4,3.0
46645,4,4.0
12778,4,3.5
58802,4,4.0
79601,4,4.0
121052,4,3.0
76630,4,2.5
94175,4,3.0
4215,4,4.0
42290,4,3.0
117905,4,2.0
11843,4,4.0
45015,4,3.0
98541,4,4.0
16126,4,2.5
4347,4,2.0
119197,4,3.0
134181,4,3.0
70740,4,4.5
120572,4,4.5
79531,4,4.0
19414,4,2.5
95524,4,4.0
84752,4,3.0
42096,4,2.0
45811,4,4.0
55479,4,3.0
47414,4,3.5
86156,4,3.0
102025,4,4.0
93710,4,2.5
96370,4,4.0
134627,4,3.5
910,4,4.5
17022,4,4.0
21391,4,4.0
109429,4,4.5
105455,4,4.0
19560,4,4.0
107672,4,4.5
75438,4,4.5
97195,4,3.5
78362,4,4.0
126912,4,3.0
128263,4,1.5
98494,4,2.0
26867,4,2.0
7880,4,3.0
58612,4,3.0
32780,4,4.0
131910,4,4.0
9197,4,4.0
12778,5,1.0
34587,5,2.5
76630,5,2.5
42124,5,3.5
359,5,4.0
18675,5,3.0
96370,5,3.0
20028,5,4.5
132187,5,5.0
23068,5,4.0
53680,5,3.5
14437,5,3.0
9197,5,2.0
76630,7,3.5
87042,7,4.0
16126,7,4.0
10573,7,3.5
83556,7,3.5
10055,7,4.0
133811,7,4.0
66362,7,3.0
79531,7,4.0
4483,7,3.5
21391,7,4.0
67026,7,2.5
135092,7,3.0
11081,7,3.5
82880,7,4.0
2988,7,4.0
128224,7,3.5
58612,7,1.0
48821,9,3.0
64150,9,1.5
28340,9,3.0
34587,9,3.0
76630,9,2.5
107087,9,4.0
94175,9,3.0
26932,9,2.0
42290,9,4.0
45015,9,2.5
98541,9,2.5
72832,9,3.0
117144,9,4.0
133811,9,5.0
134181,9,3.5
2945,9,4.5
79531,9,2.0
101921,9,4.0
42096,9,3.0
134401,9,2.5
39271,9,3.0
27838,9,4.0
134525,9,3.5
67352,9,2.5
79401,9,4.0
22483,9,3.5
132187,9,2.0
130827,9,2.5
53680,9,3.0
68558,9,2.0
52762,9,3.0
45619,9,3.5
34494,9,3.5
70201,9,3.0
108195,11,4.5
103872,11,3.0
92861,11,3.0
117861,11,2.5
62805,11,2.0
76630,11,2.0
5063,11,1.0
18877,11,3.5
28655,11,3.0
94175,11,3.0
87042,11,4.5
45015,11,2.0
98541,11,2.0
89321,11,5.0
98278,11,3.5
109177,11,4.0
10055,11,4.5
124936,11,2.5
5475,11,4.0
133811,11,3.5
26480,11,3.5
41941,11,3.0
19517,11,4.0
118304,11,4.5
25411,11,1.5
63902,11,3.5
84752,11,2.5
45811,11,3.0
55479,11,3.0
47414,11,4.5
86156,11,4.0
102025,11,4.0
93710,11,4.0
21391,11,3.0
113806,11,3.0
71362,11,3.0
130446,11,2.5
115679,11,3.0
19560,11,4.5
67026,11,3.5
31321,11,3.5
75195,11,4.5
67352,11,3.5
22352,11,3.5
35227,11,4.0
23433,11,2.0
131620,11,3.5
53680,11,4.0
88738,11,2.0
7880,11,4.0
14437,11,3.5
32780,11,3.0
45619,11,1.0
34494,11,3.5
20530,11,4.0
26855,11,2.0
110507,11,4.0
48821,15,3.0
108195,15,2.5
28340,15,1.5
10164,15,2.5
91428,15,4.0
34587,15,2.5
76630,15,1.5
5063,15,1.0
74849,15,4.0
45015,15,0.5
72832,15,3.0
23638,15,2.0
133811,15,3.0
120572,15,2.5
25411,15,2.0
65670,15,1.5
14644,15,3.5
42096,15,2.5
79107,15,0.5
138072,15,1.0
113806,15,4.0
53834,15,2.0
31321,15,4.0
67352,15,2.5
31444,15,4.0
52520,15,2.0
18115,15,4.5
35227,15,2.0
88394,15,1.5
130715,15,1.5
20028,15,3.5
132187,15,2.0
112217,15,4.5
111827,15,3.5
1015,15,4.0
45928,15,3.5
102118,15,3.0
45619,15,3.0
34494,15,3.5
134156,15,3.0
70201,15,2.5
108195,17,2.5
79601,17,1.0
76630,17,2.5
133811,17,3.0
79531,17,2.0
55479,17,3.0
93710,17,2.0
96370,17,2.5
910,17,4.0
130715,17,3.0
132187,17,3.0
14437,17,3.0
32780,17,3.0
34494,17,4.0
9197,17,2.0
8932,18,3.0
65155,18,1.5
108195,18,3.5
137209,18,3.5
64100,18,3.5
64150,18,3.5
53930,18,4.0
103872,18,3.0
137805,18,3.5
40652,18,4.5
130589,18,4.0
28340,18,3.0
117861,18,3.0
12778,18,3.0
115364,18,0.5
58802,18,4.5
7723,18,4.0
59812,18,5.0
129008,18,3.0
63295,18,3.0
10387,18,3.0
47566,18,3.5
79601,18,4.5
34587,18,3.0
71052,18,3.5
76630,18,3.5
99429,18,3.5
91969,18,3.0
95552,18,3.0
5063,18,3.5
18877,18,4.0
101379,18,2.5
87042,18,4.5
42290,18,3.0
11843,18,2.0
74849,18,3.0
45015,18,3.5
98541,18,3.0
48512,18,1.0
72832,18,1.5
38957,18,5.0
129005,18,3.5
58346,18,3.0
4347,18,2.5
10573,18,3.0
135418,18,3.0
101785,18,3.0
359,18,4.0
76008,18,3.5
103667,18,4.5
121612,18,3.0
10055,18,3.0
97953,18,3.0
133811,18,4.0
54989,18,2.5
26480,18,3.0
119197,18,3.0
134181,18,3.5
69335,18,5.0
48838,18,5.0
70740,18,5.0
41941,18,3.0
131630,18,4.0
22377,18,5.0
120572,18,3.5
66362,18,2.5
79531,18,2.0
25411,18,2.0
96320,18,1.5
90462,18,4.0
19414,18,3.0
65670,18,3.5
95524,18,4.5
84752,18,2.5
42096,18,3.5
134521,18,2.5
45811,18,4.0
55479,18,3.5
131331,18,5.0
28176,18,5.0
35522,18,4.0
18675,18,3.0
56308,18,3.5
134401,18,2.0
53413,18,5.0
82202,18,2.0
138072,18,1.5
17022,18,3.5
106512,18,2.0
23171,18,2.0
113806,18,2.5
39271,18,3.5
129498,18,4.0
53834,18,1.5
24112,18,3.0
130446,18,1.5
115679,18,3.0
69256,18,4.0
1588,18,1.5
13920,18,4.5
102668,18,2.5
56574,18,4.0
75422,18,4.0
38655,18,4.0
75195,18,4.5
67352,18,3.0
31444,18,3.5
135092,18,3.0
22352,18,4.0
75438,18,4.0
47953,18,3.5
53407,18,3.5
97195,18,3.0
52520,18,3.5
103076,18,4.5
42399,18,4.0
35227,18,1.0
11081,18,2.0
130715,18,3.0
102853,18,3.0
112217,18,5.0
26222,18,3.0
70282,18,4.0
124448,18,4.0
68558,18,2.5
103816,18,3.0
88738,18,1.0
26867,18,2.0
86768,18,5.0
38159,18,4.0
130517,18,3.5
128224,18,4.0
